Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
121228321,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
121267704,000003F6,false,Rx,0,7,00,0B,90,00,00,C0,01,00,
121321389,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
121575593,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
121640886,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
121831656,000001A1,false,Rx,0,8,80,78,C6,80,00,00,00,00,
121843225,00000167,false,Rx,0,8,09,06,FF,FF,80,78,00,00,
122076394,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
122079580,000003F6,false,Rx,0,7,00,05,00,00,00,C0,01,00,
122234325,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
122273315,000003F6,false,Rx,0,7,00,0B,A0,00,00,C0,01,00,
122322731,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
122576669,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
122680077,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
123076692,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
123120767,000003F6,false,Rx,0,7,00,05,10,00,00,C0,01,00,
123234702,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
123273854,000003F6,false,Rx,0,7,00,0B,B0,00,00,C0,01,00,
123322075,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
123577016,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
123721344,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
124011115,00000225,false,Rx,0,5,29,20,40,03,BA,00,00,00,
124077021,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
124092210,00000125,false,Rx,0,8,10,3A,40,10,00,00,20,52,
124098516,00000125,false,Rx,0,8,21,4D,46,20,46,4D,20,B0,
124114217,00000125,false,Rx,0,8,22,3E,20,45,53,4B,41,20,
124127580,00000125,false,Rx,0,8,23,3C,B0,38,37,2E,35,30,
124146956,00000125,false,Rx,0,8,24,00,00,00,70,39,37,2E,
124159209,00000125,false,Rx,0,8,25,30,30,00,00,00,00,38,
124161276,000003F6,false,Rx,0,7,00,05,20,00,00,C0,01,00,
124174999,00000125,false,Rx,0,8,26,37,2E,35,30,00,00,00,
124183354,000002A5,false,Rx,0,8,20,52,4D,46,20,46,4D,20,
124185507,00000225,false,Rx,0,5,20,10,40,03,98,00,00,00,
124190384,00000125,false,Rx,0,8,27,70,38,37,2E,35,30,00,
124205318,00000125,false,Rx,0,4,28,00,00,70,00,00,00,00,
124221002,00000167,false,Rx,0,8,09,06,FF,FF,00,00,00,00,
124242153,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
124280237,000003F6,false,Rx,0,7,00,0B,C0,00,00,C0,01,00,
124322401,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
124577818,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
124761311,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
125077419,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
125200679,000003F6,false,Rx,0,7,00,05,30,00,00,C0,01,00,
125242881,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
125280475,000003F6,false,Rx,0,7,00,0B,D0,00,00,C0,01,00,
125322753,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
125577335,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
125801309,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
126077723,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
126239814,000003F6,false,Rx,0,7,00,05,40,00,00,C0,01,00,
126241140,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
126280807,000003F6,false,Rx,0,7,00,0B,E0,00,00,C0,01,00,
126323099,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
126578054,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
126840581,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
127078380,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
127243205,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
127280379,000003F6,false,Rx,0,7,00,0B,F0,00,00,C0,01,00,
127283100,000003F6,false,Rx,0,7,00,05,50,00,00,C0,01,00,
127324140,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
127578409,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
127881796,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
128078782,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
128241922,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
128281775,000003F6,false,Rx,0,7,00,0C,00,00,00,C0,01,00,
128320604,000003F6,false,Rx,0,7,00,05,60,00,00,C0,01,00,
128323725,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
128578783,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
128840189,000001A1,false,Rx,0,8,00,78,46,80,00,00,00,00,
128921962,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
129079070,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
129244081,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
129282123,000003F6,false,Rx,0,7,00,0C,10,00,00,C0,01,00,
129324796,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
129360539,000003F6,false,Rx,0,7,00,05,70,00,00,C0,01,00,
129579085,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
129964040,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
130079425,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
130244234,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
130282210,000003F6,false,Rx,0,7,00,0C,20,00,00,C0,01,00,
130324517,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
130401967,000003F6,false,Rx,0,7,00,05,80,00,00,C0,01,00,
130579801,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
131002294,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
131079747,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
131244560,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
131282784,000003F6,false,Rx,0,7,00,0C,30,00,00,C0,01,00,
131324854,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
131442531,000003F6,false,Rx,0,7,00,05,90,00,00,C0,01,00,
131579758,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
131709064,00000125,false,Rx,0,2,01,00,00,00,00,00,00,00,
132042287,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
132080096,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
132243895,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
132282869,000003F6,false,Rx,0,7,00,0C,40,00,00,C0,01,00,
132325481,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
132482792,000003F6,false,Rx,0,7,00,05,A0,00,00,C0,01,00,
132580445,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
133080432,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
133081535,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
133245270,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
133283926,000003F6,false,Rx,0,7,00,0C,50,00,00,C0,01,00,
133325390,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
133521968,000003F6,false,Rx,0,7,00,05,B0,00,00,C0,01,00,
133580792,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
133834924,000001A1,false,Rx,0,8,80,7F,C6,FF,FF,FF,FF,FF,
133858844,00000167,false,Rx,0,8,09,06,FF,FF,80,7F,00,00,
134081196,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
134122874,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
134246756,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
134286478,000003F6,false,Rx,0,7,00,0C,60,00,00,C0,01,00,
134326209,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
134560732,000003F6,false,Rx,0,7,00,05,C0,00,00,C0,01,00,
134581202,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
135081185,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
135162708,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
135246835,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
135286589,000003F6,false,Rx,0,7,00,0C,70,00,00,C0,01,00,
135326563,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
135581489,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
135602606,000003F6,false,Rx,0,7,00,05,D0,00,00,C0,01,00,
136081506,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
136203045,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
136248315,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
136287345,000003F6,false,Rx,0,7,00,0C,80,00,00,C0,01,00,
136326860,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
136582156,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
136643187,000003F6,false,Rx,0,7,00,05,E0,00,00,C0,01,00,
137082829,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
137243283,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
137249650,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
137289643,000003F6,false,Rx,0,7,00,0C,90,00,00,C0,01,00,
137327204,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
137581354,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
137681992,000003F6,false,Rx,0,7,00,05,F0,00,00,C0,01,00,
138082332,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
138285184,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
138288144,000003F6,false,Rx,0,7,00,0C,A0,00,00,C0,01,00,
138327638,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
138583177,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
138724082,000003F6,false,Rx,0,7,00,06,00,00,00,C0,01,00,
139082816,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
139250073,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
139288715,000003F6,false,Rx,0,7,00,0C,B0,00,00,C0,01,00,
139325171,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
139327883,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
139582816,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
139764699,000003F6,false,Rx,0,7,00,06,10,00,00,C0,01,00,
139813861,00000265,false,Rx,0,4,A0,00,00,00,00,00,00,00,
139854506,00000265,false,Rx,0,4,A4,10,00,01,00,00,00,00,
140083495,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
140250702,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
140294400,000003F6,false,Rx,0,7,00,0C,C0,00,00,C0,01,00,
140328598,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
140364399,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
140582419,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
140804393,000003F6,false,Rx,0,7,00,06,20,00,00,C0,01,00,
140843110,000001A1,false,Rx,0,8,00,7F,46,FF,FF,FF,FF,FF,
140855184,00000167,false,Rx,0,8,09,06,FF,FF,00,00,00,00,
141083295,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
141257014,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
141295640,000003F6,false,Rx,0,7,00,0C,D0,00,00,C0,01,00,
141328910,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
141403990,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
141584860,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
141842729,000003F6,false,Rx,0,7,00,06,30,00,00,C0,01,00,
142083388,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
142257578,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
142297224,000003F6,false,Rx,0,7,00,0C,E0,00,00,C0,01,00,
142328011,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
142442720,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
142583088,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
142882996,000003F6,false,Rx,0,7,00,06,40,00,00,C0,01,00,
143084184,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
143257920,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
143295080,000003F6,false,Rx,0,7,00,0C,F0,00,00,C0,01,00,
143329595,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
143482968,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
143584534,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
143923147,000003F6,false,Rx,0,7,00,06,50,00,00,C0,01,00,
144084535,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
144258274,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
144295644,000003F6,false,Rx,0,7,00,0D,00,00,00,C0,01,00,
144329931,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
144523288,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
144584860,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
144963024,000003F6,false,Rx,0,7,00,06,60,00,00,C0,01,00,
145084149,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
145258594,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
145296841,000003F6,false,Rx,0,7,00,0D,10,00,00,C0,01,00,
145330257,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
145562958,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
145585945,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
145840325,000001A1,false,Rx,0,8,80,83,C6,FF,FF,FF,FF,FF,
145852498,00000167,false,Rx,0,8,09,06,FF,FF,80,83,00,00,
146005679,000003F6,false,Rx,0,7,00,06,70,00,00,C0,01,00,
146085548,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
146263312,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
146302079,000003F6,false,Rx,0,7,00,0D,20,00,00,C0,01,00,
146330943,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
146587325,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
146603578,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
147044376,000003F6,false,Rx,0,7,00,06,80,00,00,C0,01,00,
147085906,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
147263670,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
147302915,000003F6,false,Rx,0,7,00,0D,30,00,00,C0,01,00,
147330959,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
147585889,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
147645291,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
148084526,000003F6,false,Rx,0,7,00,06,90,00,00,C0,01,00,
148086545,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
148264491,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
148302954,000003F6,false,Rx,0,7,00,0D,40,00,00,C0,01,00,
148331289,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
148586607,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
148684590,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
149086564,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
149124679,000003F6,false,Rx,0,7,00,06,A0,00,00,C0,01,00,
149264613,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
149302327,000003F6,false,Rx,0,7,00,0D,50,00,00,C0,01,00,
149331999,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
149586923,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
149649661,000000A4,false,Rx,0,8,10,44,10,00,00,00,20,20,
149652162,0000009F,false,Rx,0,3,30,00,0A,00,00,00,00,00,
149654772,000000A4,false,Rx,0,8,21,20,20,20,20,20,20,20,
149670497,000000A4,false,Rx,0,8,22,20,20,20,20,20,20,20,
149685235,000000A4,false,Rx,0,8,23,20,20,20,20,20,20,20,
149701924,000000A4,false,Rx,0,8,24,20,20,20,20,20,20,20,
149717331,000000A4,false,Rx,0,8,25,20,20,20,20,20,20,59,
149724936,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
149731158,000000A4,false,Rx,0,8,26,20,20,20,20,20,20,20,
149747983,000000A4,false,Rx,0,8,27,20,20,20,20,20,20,20,
149763715,000000A4,false,Rx,0,8,28,20,20,20,20,20,20,20,
149778089,000000A4,false,Rx,0,7,29,20,20,20,20,20,20,00,
150086050,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
150165237,000003F6,false,Rx,0,7,00,06,B0,00,00,C0,01,00,
150264689,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
150303698,000003F6,false,Rx,0,7,00,0D,60,00,00,C0,01,00,
150332332,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
150587268,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
150768132,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
151087265,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
151205654,000003F6,false,Rx,0,7,00,06,C0,00,00,C0,01,00,
151267490,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
151304379,000003F6,false,Rx,0,7,00,0D,70,00,00,C0,01,00,
151332652,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
151587618,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
151805404,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
152087965,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
152243855,000003F6,false,Rx,0,7,00,06,D0,00,00,C0,01,00,
152265482,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
152304706,000003F6,false,Rx,0,7,00,0D,80,00,00,C0,01,00,
152331548,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
152587953,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
152845598,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
152847579,000001A1,false,Rx,0,8,00,83,46,FF,FF,FF,FF,FF,
152859627,00000167,false,Rx,0,8,09,06,FF,FF,00,00,00,00,
153088292,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
153270887,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
153289322,000003F6,false,Rx,0,7,00,06,E0,00,00,C0,01,00,
153309766,000003F6,false,Rx,0,7,00,0D,90,00,00,C0,01,00,
153333343,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
153588293,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
153884620,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
154087492,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
154270971,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
154310108,000003F6,false,Rx,0,7,00,0D,A0,00,00,C0,01,00,
154328245,000003F6,false,Rx,0,7,00,06,F0,00,00,C0,01,00,
154333685,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
154588631,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
154925284,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
155088997,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
155271537,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
155311218,000003F6,false,Rx,0,7,00,0D,B0,00,00,C0,01,00,
155333372,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
155365805,000003F6,false,Rx,0,7,00,07,00,00,00,C0,01,00,
155588986,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
155862598,000000A4,false,Rx,0,8,10,44,10,00,00,00,44,7A,
155867119,000000A4,false,Rx,0,8,21,77,6F,6E,63,69,65,20,
155882487,000000A4,false,Rx,0,8,22,20,20,20,20,20,20,20,
155897827,000000A4,false,Rx,0,8,23,20,20,20,20,20,20,20,
155913164,000000A4,false,Rx,0,8,24,20,20,20,20,20,20,20,
155927109,000000A4,false,Rx,0,8,25,20,20,20,20,20,20,59,
155943284,000000A4,false,Rx,0,8,26,20,20,20,20,20,20,20,
155957055,000000A4,false,Rx,0,8,27,20,20,20,20,20,20,20,
155966422,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
155972706,000000A4,false,Rx,0,8,28,20,20,20,20,20,20,20,
155988214,000000A4,false,Rx,0,7,29,20,20,20,20,20,20,00,
156089334,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
156272005,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
156310793,000003F6,false,Rx,0,7,00,0D,C0,00,00,C0,01,00,
156334351,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
156406373,000003F6,false,Rx,0,7,00,07,10,00,00,C0,01,00,
156589656,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
157006418,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
157089662,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
157272720,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
157311130,000003F6,false,Rx,0,7,00,0D,D0,00,00,C0,01,00,
157334526,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
157446648,000003F6,false,Rx,0,7,00,07,20,00,00,C0,01,00,
157590009,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
157849220,000001A1,false,Rx,0,8,80,E5,C7,1E,40,00,00,00,
157862576,00000167,false,Rx,0,8,09,06,FF,FF,80,E5,00,00,
158046326,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
158089984,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
158272496,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
158312515,000003F6,false,Rx,0,7,00,0D,E0,00,00,C0,01,00,
158334391,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
158486583,000003F6,false,Rx,0,7,00,07,30,00,00,C0,01,00,
158590337,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
159086895,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
159090754,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
159108946,000000A4,false,Rx,0,8,10,44,10,00,00,00,5A,61,
159115152,000000A4,false,Rx,0,8,21,70,72,61,73,7A,61,6D,
159129926,000000A4,false,Rx,0,8,22,79,20,6E,20,20,20,20,
159145971,000000A4,false,Rx,0,8,23,20,20,20,20,20,20,20,
159159268,000000A4,false,Rx,0,8,24,20,20,20,20,20,20,20,
159176317,000000A4,false,Rx,0,8,25,20,20,20,20,20,20,20,
159189818,000000A4,false,Rx,0,8,26,20,20,20,20,20,20,20,
159206827,000000A4,false,Rx,0,8,27,20,20,20,20,20,20,20,
159221777,000000A4,false,Rx,0,8,28,20,20,20,20,20,20,20,
159236347,000000A4,false,Rx,0,7,29,20,20,20,20,20,20,00,
159273989,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
159314548,000003F6,false,Rx,0,7,00,0D,F0,00,00,C0,01,00,
159336095,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
159526835,000003F6,false,Rx,0,7,00,07,40,00,00,C0,01,00,
159590685,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
160090684,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
160126012,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
160239500,000000A4,false,Rx,0,8,10,44,10,00,00,00,5A,61,
160245551,000000A4,false,Rx,0,8,21,70,72,61,73,7A,61,6D,
160259308,000000A4,false,Rx,0,8,22,79,20,6E,61,20,77,77,
160274193,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
160275263,000000A4,false,Rx,0,8,23,77,2E,72,6D,66,2E,66,
160291853,000000A4,false,Rx,0,8,24,6D,20,20,20,20,20,20,
160306435,000000A4,false,Rx,0,8,25,20,20,20,20,20,20,20,
160313243,000003F6,false,Rx,0,7,00,0E,00,00,00,C0,01,00,
160322131,000000A4,false,Rx,0,8,26,20,20,20,20,20,20,20,
160335125,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
160337110,000000A4,false,Rx,0,8,27,20,20,20,20,20,20,20,
160351131,000000A4,false,Rx,0,8,28,20,20,20,20,20,20,20,
160367534,000000A4,false,Rx,0,7,29,20,20,20,20,20,20,00,
160567002,000003F6,false,Rx,0,7,00,07,50,00,00,C0,01,00,
160591012,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
161091351,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
161167066,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
161274365,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
161314236,000003F6,false,Rx,0,7,00,0E,10,00,00,C0,01,00,
161336750,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
161591332,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
161606736,000003F6,false,Rx,0,7,00,07,60,00,00,C0,01,00,
162091706,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
162207405,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
162274698,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
162313838,000003F6,false,Rx,0,7,00,0E,20,00,00,C0,01,00,
162335476,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
162591694,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
162647980,000003F6,false,Rx,0,7,00,07,70,00,00,C0,01,00,
163092054,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
163246353,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
163276024,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
163314618,000003F6,false,Rx,0,7,00,0E,30,00,00,C0,01,00,
163337123,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
163592043,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
163686550,000003F6,false,Rx,0,7,00,07,80,00,00,C0,01,00,
164092370,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
164286684,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
164313833,000003F6,false,Rx,0,7,00,0E,40,00,00,C0,01,00,
164337436,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
164592373,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
164727504,000003F6,false,Rx,0,7,00,07,90,00,00,C0,01,00,
164852673,000001A1,false,Rx,0,8,00,E5,47,1E,40,00,00,00,
164865738,00000167,false,Rx,0,8,09,06,FF,FF,00,00,00,00,
165092773,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
165276360,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
165315578,000003F6,false,Rx,0,7,00,0E,50,00,00,C0,01,00,
165327545,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
165337762,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
165593094,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
